Country,Year,Population
Germany,2003,728049757
Australia,2015,1504723088
Japan,2024,813039559
France,1992,139444904
China,2015,1271997117
Canada,2013,360909090
UK,1999,1277146944
Canada,2002,98696558
Brazil,2003,1113967898
Australia,1997,434210529
UK,2003,1018933182
Australia,1992,147647022
UK,2004,1408755629
India,1999,310442343
Australia,2008,846221861
Canada,2003,1402381852
Japan,1999,1175989428
Australia,2012,1506541603
Australia,2005,748179928
Australia,1996,573405152
Canada,2024,1267944616
Australia,2020,1042248503
Japan,2017,567291750
China,1990,1248339112
China,2019,659132256
Australia,2014,1187808778
Brazil,2015,1082085230
Japan,2007,1177994899
USA,2019,317596935
USA,2014,17624246
Germany,2000,448289909
Germany,2013,606128626
Japan,2005,1440861806
Canada,2010,530072727
France,2018,484594451
Canada,1992,906216138
Australia,1993,162342626
India,2002,37612683
China,2009,1424330203
USA,2015,469621927
China,2006,1314434263
India,2019,953405609
Brazil,2022,1255116610
UK,1995,1205283064
Japan,2010,379584628
Australia,2005,1364216402
India,2009,1525204522
France,1994,334319983
Australia,1994,772144220
USA,2002,585225354
Australia,2012,718677763
Australia,2022,998633392
UK,2022,752915037
Japan,2018,476405645
France,1995,1308800599
Australia,1996,1410642571
UK,1994,584980776
France,1997,939751049
UK,2016,258472971
Germany,2003,806613513
Japan,2009,718751549
China,2013,706989567
Canada,1998,532068377
USA,2024,222329641
India,1998,311888006
India,1995,1389833094
Brazil,2004,740564400
Brazil,2021,636836628
UK,2016,412950504
Japan,2004,14469746
Japan,2017,509370993
Canada,2014,757171649
Germany,2009,533061749
China,1997,132830150
France,1999,155363110
France,2001,1366295283
Canada,2016,144815517
Canada,2005,372271865
Australia,1991,197950367
China,2024,1344341564
UK,2021,1491706159
India,2016,1387286004
Canada,2013,1497544528
UK,2004,742729002
India,1992,188106485
Japan,2005,1263144123
France,1993,998289017
Canada,2003,1400918744
Brazil,2010,354657848
India,2018,430842535
Canada,2023,354636828
China,2020,435200782
UK,2004,823175967
Australia,1990,54987692
India,2015,628240013
Brazil,1992,1134214421
China,2023,670799628
Australia,2017,80294041
UK,2024,587220261
China,2000,319782564
Canada,2023,418290704
Australia,2001,784017174
Brazil,2000,139145432
China,2020,953268837
Canada,2003,263492622
USA,2022,810942133
India,2010,977566127
India,2003,28750148
China,1998,591367182
France,1995,172202802
China,2022,696329241
UK,2008,1377550429
UK,2000,1241312220
USA,2004,1438134802
France,1992,1365604271
India,2009,460458379
Canada,2011,205779882
China,2002,1261445734
India,2002,659709878
India,2010,1497671716
Germany,2001,673128141
USA,2018,145219947
Australia,1994,1129719966
Australia,2024,1470172411
Canada,1997,1333586796
USA,1991,900707577
China,2013,255195661
Japan,2010,767493862
Germany,2004,1442839380
UK,2021,1491469779
Australia,2017,359813581
USA,1992,661289314
USA,2007,900821399
Germany,2003,1038032342
Canada,1994,536647240
Germany,1994,1280071412
USA,2013,886354230
France,1994,635192298
Australia,2012,921417750
Australia,1992,978551727
Japan,2020,415164057
India,2013,963067089
Germany,2015,167326954
India,2022,1267728868
Canada,2021,258503230
France,2005,1199726425
Australia,2002,157257791
USA,2017,662085000
UK,2005,62181966
China,2014,1125551293
Brazil,2013,386909002
India,2007,1245861757
Japan,2000,279961065
China,2018,464014848
China,2021,343321859
UK,1998,1431566161
UK,1997,402734300
USA,2021,891878109
UK,1995,266719977
France,2011,621645069
France,2005,1029651984
France,2003,1113479354
Germany,1993,51244681
USA,2008,978880917
Canada,2019,88888938
China,1993,804138801
Brazil,2020,841145706
France,2008,575407300
Germany,2014,1409093234
Canada,2012,1225494747
Canada,2013,131356879
Brazil,1996,44343240
Australia,1998,881588122
China,1998,1406693378
Canada,2021,14812845
Germany,2010,1030410898
Australia,2021,587125525
Brazil,2009,612492123
China,2005,1186552260
Canada,2018,1360449481
USA,2004,1517556277
Germany,2015,450485205
Canada,2008,956777903
Germany,2020,814993843
China,1991,289157964
Canada,2022,214812141
India,2006,1346243807
France,2011,848284562
Germany,2016,443320574
China,2015,1313931072
France,1994,494950325
Japan,1998,1269539999
Australia,2023,219793813
China,1996,912964618
UK,2008,1271282459
UK,2010,1219239867
USA,2005,1295612317
UK,2016,1178316319
Germany,2020,1404286841
Canada,2011,1473455697
France,2021,607592332
USA,2002,151723427
Brazil,1990,652914520
India,2001,832516908
Japan,2020,18695711
USA,2005,382330182
Canada,2002,238042359
Germany,1993,798058057
France,2007,923352419
Germany,2002,1336174136
India,2001,233378338
China,2012,517968162
Germany,2012,1209960763
India,1998,687226406
Australia,2001,593095228
UK,2023,949794431
UK,2008,1079465688
France,2016,441839808
Japan,2014,53925004
Canada,1997,929556298
France,2005,917047303
Germany,2001,371175368
UK,1992,21483820
Japan,2019,1032718201
Germany,2002,452835178
UK,2018,563504071
France,2020,1513360496
Japan,2024,320174432
Australia,2000,752353117
USA,1991,801526518
China,2021,284135546
India,2024,588660735
UK,2014,752790427
Germany,1990,722180282
USA,2010,717685785
Canada,2001,1225436120
Canada,2016,775161269
India,2015,1286099560
Brazil,2008,1234109707
Australia,2019,210726373
Australia,2012,6888511
France,2018,480852690
France,2017,1173591536
Germany,1999,235462165
India,2023,809317234
France,2004,1397962140
USA,2021,946964150
India,2008,697706125
UK,2018,1020053915
Canada,2006,951954226
UK,1991,1111704778
Canada,2000,1280681846
China,2009,653025388
USA,2008,1026008237
Brazil,2022,622090042
USA,2017,802108090
Germany,2022,871954926
Canada,1999,372094223
UK,1996,716146959
Germany,1999,494239868
India,2013,193280096
Germany,2009,1471210924
India,2003,1049295320
Germany,2023,1488098966
Germany,2008,899748696
France,1992,141315293
China,2021,1439377189
Australia,2016,413863311
Australia,2001,979064650
USA,2018,185893840
USA,1998,783266883
Germany,2022,1182599582
Canada,2017,959355798
Japan,2007,551316853
China,2012,340000805
China,2011,1330459229
Japan,2021,786053528
UK,2014,80650835
China,2009,1503860003
Canada,2002,82052051
Brazil,2014,617275195
India,1994,10951366
Canada,1992,716293120
Japan,2000,1521075050
Canada,2017,212068076
USA,2018,1238726773
France,1996,1265900203
Germany,2011,660638246
Canada,2012,292442499
UK,2011,1079192812
France,1991,1059638518
Germany,1997,736493296
Germany,2019,1054275584
UK,1998,661052900
Australia,2022,266382506
USA,1999,884515715
UK,1997,858609930
Australia,2006,543441323
Canada,1993,1376386576
Brazil,2024,654819124
Germany,2021,123988096
Brazil,2017,720889667
France,2001,1146393846
Germany,1995,1456220392
Canada,1996,176097104
Japan,1991,912946335
Australia,2006,818084069
China,2015,39061999
France,2018,1001779032
Japan,1999,585560303
Australia,1997,1316283913
France,2017,1048277694
China,2000,798586757
Australia,1991,524816523
Germany,1995,1350449464
Canada,2014,208707508
Brazil,1996,195955604
Brazil,2022,926850245
China,2003,771723421
USA,2014,1278056368
France,1999,1061373103
Germany,2001,471689709
France,1999,940054571
Canada,2003,103108617
Germany,2022,1129082718
Canada,2018,405638473
USA,1992,937699359
USA,2010,65787811
UK,2016,1286017952
Japan,2002,881075980
Germany,1998,99900411
Brazil,1998,1116479771
Brazil,1998,1199974560
Brazil,2007,1066551805
China,2012,735857990
China,2006,290384623
Japan,1996,443397978
Brazil,2021,44756644
China,2014,228101946
France,2002,577339143
USA,1996,1331998096
Japan,2002,1515708587
China,2015,1320814164
India,2016,1051365244
UK,2023,695634736
India,2008,1240958066
Canada,1995,199972190
Australia,1997,590069374
USA,1991,1087520519
USA,2016,259920853
France,1996,336582610
China,2002,540533811
UK,2013,1088948491
USA,1998,323544903
China,1992,693916760
Brazil,2011,848660575
France,2010,438307879
USA,2010,1462791878
France,2024,172056164
France,2011,754486290
Australia,2000,777169428
China,1995,362237734
India,2021,280634355
China,1991,76953274
India,1995,1465729866
France,2003,1528719577
China,2023,1159121285
Brazil,2019,195795251
Canada,2016,396485873
UK,2010,1279158755
Brazil,2017,145665735
Germany,2020,312043360
USA,2010,1308230117
Canada,2012,35014720
Canada,2012,422521026
USA,2001,1435645933
UK,2000,996250445
Japan,2018,1174263239
Canada,2004,1394442727
Brazil,2005,171494774
France,1999,1259431983
Australia,2015,167310386
China,2011,209816590
China,2008,5118742
China,1991,271340285
France,2021,244188492
Germany,2004,865572318
Japan,2016,1298937684
Australia,2023,1019805516
Australia,2018,232282806
China,2004,1335428373
USA,2022,716302701
Australia,1997,1125410475
China,1990,1339829516
Brazil,2015,1396283039
China,2001,1366728490
Germany,2002,546030759
Germany,2018,1330476253
Canada,2009,971192191
Brazil,2004,189965151
Canada,2014,700192240
France,2012,200065291
Canada,2022,93472725
Germany,2002,1223258977
UK,2013,1192262277
China,2014,188938622
France,2024,453509373
Germany,1996,583258273
Canada,2014,1131279316
France,2018,1223512432
USA,2003,43050081
USA,2009,1406492033
China,1997,793402070
China,2020,1343722870
UK,2016,836581321
Japan,2019,1486493201
Australia,1991,1313369002
Australia,2006,617965182
France,2001,1470455203
UK,2023,697226287
Brazil,2017,886909989
Australia,2019,748910167
Brazil,1990,218919268
Germany,2022,712471982
UK,2017,1038505202
Brazil,2012,73319905
Japan,2014,1453641471
Japan,2020,1306239250
Germany,2002,1490472968
UK,1995,1026737839
Germany,1993,9891831
Canada,2006,206741245
China,1992,178526021
USA,2024,25657167
Germany,1990,512466526
Brazil,1996,1317533859
France,2002,974155672
Germany,1996,1326305228
UK,1997,1355563196
France,2004,1398488961
Brazil,1996,754266518
Australia,2000,309482791
China,2002,556169046
UK,2008,1476492186
China,1992,549449883
Japan,2003,749785918
China,2014,817448010
UK,2004,1247353113
Brazil,2007,830582210
Australia,2008,540357921
Australia,1996,1029665587
Japan,2003,454810740
Australia,1992,1228920802
China,2014,368103217
USA,2017,815181952
China,2010,312279995
Japan,1996,626875329
India,1994,1023228758
UK,2022,877923854
France,2009,1254870873
UK,1992,453435284
USA,1996,1403430831
UK,2019,53912612
UK,2023,87801621
UK,2000,460814572
Australia,1999,505970055
Japan,2005,248100108
India,2002,895294665
UK,2012,886475070
Canada,1994,323193356
Germany,2014,896362870
Canada,2019,1037253616
UK,2020,1254494597
USA,1998,843664649
UK,2023,456336487
China,2006,739017341
Canada,2021,299057393
Brazil,2003,407565025
Germany,2022,532681571
Japan,2011,234424185
UK,1993,71168673
China,1995,1096159870
Germany,1990,907535380
Japan,2017,364790052
France,1991,1169327291
Canada,1997,14006308
Brazil,2022,504868022
India,2007,679692100
India,2009,938101401
France,2013,33635689
Germany,2018,386899251
Germany,1998,772361309
France,2019,547365407
Canada,1999,371078892
France,2012,186830644
China,1995,957645336
Canada,1995,1485949298
Australia,2024,1050710828
Germany,2006,709418216
India,1993,41536859
China,2013,1400772370
Canada,1999,1064698830
India,2008,1334116548
UK,2000,1141483758
Germany,2014,60789275
France,2008,45197379
USA,2009,1003662018
India,2012,606401591
Germany,2007,883826632
China,1992,403947315
India,1998,1406832134
India,2005,1057570957
UK,2022,131710419
UK,2010,917195805
Australia,2010,336303148
Canada,2003,274695771
France,2016,1003190080
Brazil,2018,429161601
Brazil,1992,355261148
China,2012,1469162110
Japan,1996,1322365565
Australia,2006,1236165301
UK,1992,870307630
Canada,2016,64710091
Canada,1991,1057145968
UK,2010,1247837039
UK,2013,902612725
USA,1994,170201759
UK,2007,713761981
Germany,2014,1249388607
India,2004,578488904
Brazil,2009,608394728
Brazil,2019,157916113
Germany,2020,1215604850
Germany,2019,1413763670
Canada,1990,1239022220
Brazil,2003,98923170
India,1991,396513103
Brazil,2018,248436969
Canada,2000,130024770
Brazil,1991,458228626
Brazil,2017,925529957
Japan,2016,675730574
USA,2022,686201880
Brazil,2003,74999818
Japan,1993,824572507
Brazil,1998,1091805017
Germany,2012,1385385805
India,2017,489957896
UK,2014,39300641
Australia,2019,1086896605
Japan,2014,236941976
USA,2003,1051007298
USA,2013,1451405006
UK,2009,1417520564
USA,2011,1371027391
France,2010,1429880282
Brazil,1990,29223614
Canada,2013,1025568304
Canada,2008,457173128
UK,1994,342571797
Australia,2019,18526854
Canada,2012,100149608
Brazil,1996,784365633
Canada,2011,1522005592
Germany,2024,1078732602
Japan,2015,62805663
Brazil,1999,699569307
Brazil,2009,789514530
Australia,2000,1000606588
Japan,2008,728921249
India,2007,955129027
India,2005,1261328354
Canada,2010,706183555
Australia,2020,1474012240
Brazil,2021,730716357
France,2004,1037034753
Japan,2019,579896301
UK,2014,954981486
Canada,2022,928174090
USA,1991,1055262103
Brazil,2000,1057743750
Brazil,2023,1014360118
Canada,1999,1106679848
USA,2020,519364415
Australia,2010,1103182387
Germany,2001,183786060
Brazil,1990,890800634
UK,2012,888545112
UK,2006,210612648
Germany,2012,564249898
Canada,2003,509559757
Brazil,2005,522278661
UK,1990,636572588
UK,2013,57661560
France,2000,1171813982
Australia,1990,900994270
Canada,2014,1181451912
China,1991,1293052854
Japan,2002,755807270
Canada,2011,272364389
Japan,2005,974864542
Germany,2006,1120403418
Japan,2001,1017406165
USA,1993,161323494
Germany,2024,1419940360
UK,2010,887016605
France,1998,1439965413
Canada,2010,141756148
Australia,1997,810974839
India,2013,61978620
Brazil,2024,653849096
India,1993,1209124393
Germany,2009,290214488
Germany,2013,794662676
Australia,1990,1488337628
India,2010,660811842
USA,2014,63798687
UK,2005,1029365086
Brazil,2000,256514355
Canada,1991,943528424
China,1997,994405865
Canada,1996,305604859
UK,2006,953778119
Brazil,2000,926140630
Japan,2001,961730849
Australia,2019,1489084827
USA,2007,28246306
Australia,2002,423288537
India,2020,211243629
China,1999,360249462
Japan,2019,368893002
China,2012,97425502
China,2016,1328721750
India,1996,1110364484
Canada,2006,738849922
Brazil,2019,938972545
China,2008,746754328
Canada,2021,1533494718
Brazil,1993,1074706363
India,1998,1136764037
USA,2019,425372686
USA,2002,1213367676
Australia,1993,347479320
Australia,2016,1110081265
Japan,2009,951715629
UK,1996,885504812
India,2009,800897662
Australia,2011,950743180
UK,1997,978510905
India,1994,822114747
China,1990,375225640
USA,1998,1398394504
Brazil,2022,1286599792
USA,2017,220763402
China,2022,1156760574
India,1993,1087706495
Canada,1993,1414362378
Brazil,1998,1401486451
Japan,2000,841933854
India,2016,678717238
USA,2000,1133066052
UK,2003,1220783207
China,1994,1209254879
Canada,2021,828678007
Australia,1998,1201568829
India,2008,656611409
India,2007,139972258
Australia,2004,1129035317
China,1991,1074511246
Australia,1999,558760500
Brazil,2006,737010974
India,2014,890738204
USA,2012,1429382455
Australia,2006,737881313
Canada,2018,1515816744
Japan,1993,1365711783
Australia,1999,302293010
Brazil,2000,1450136328
Australia,1998,1446400996
France,2008,1328210315
India,1992,30445118
India,1992,1055608354
Canada,2019,1319251673
Germany,1993,579727208
USA,2022,1231282645
France,2020,63995141
Brazil,1997,669555493
China,1996,71930936
Germany,2016,1170796619
China,2014,908691088
Canada,2003,171429014
Germany,1991,55787627
India,2020,284916290
China,2006,380517414
France,2020,311732889
Australia,1991,1129047591
Germany,2006,775384250
Australia,2010,343325610
Germany,2013,431389068
Japan,2010,1495192561
Brazil,2015,575657976
Brazil,2014,662953113
Canada,1997,954481821
USA,2000,22021449
China,2015,1458876414
UK,1996,786331076
Germany,2015,490935553
Japan,2014,734842215
Japan,2004,242814397
UK,2013,876365270
Japan,2021,305099846
Japan,2004,689360507
USA,2024,1356238838
Canada,2023,773906767
Japan,2006,188392235
China,1995,731414946
Canada,1994,728417587
Canada,2005,818225025
Brazil,1991,474650515
France,2019,1469307508
Brazil,1991,825400494
Germany,2006,161819504
China,2005,673997001
Germany,1993,1440179956
France,1991,346966742
UK,2004,401240841
France,2018,405842366
France,2024,140301170
USA,1991,989662906
Australia,2002,470701584
USA,2010,1089696621
Japan,2009,697639447
China,2006,12056106
India,2020,791235996
Germany,1991,1047284497
Brazil,2018,1298317630
China,2011,858745356
India,2008,838563880
Japan,1996,520503242
France,2005,1528511805
Australia,2014,556376346
Brazil,2016,295005411
Brazil,1995,1389310166
USA,1993,1310777938
Brazil,2016,1239070034
France,1991,907367838
France,2005,242358743
Australia,2001,435623651
France,2010,644681177
India,1998,1114895163
Australia,1998,500247714
UK,2019,1196048767
India,2012,897961259
China,1996,1289277649
Australia,2020,92687997
India,2016,1111616721
